Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿El email puede ser mostrado al docente?
2/18/2020 9:37:13,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,Sí,Interesantes,No,Muy Buenas,Muy Buenas,Dificil,Normal,"Muy bien dictada la materia por parte de la profesora, aunque los contenidos me parecieron poco actualizados",No
2/18/2020 22:51:17,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,,Si
2/20/2020 10:19:28,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,No,Interesantes,Sí,Buenas,Buenas,Muy Dificil,Dificil,,No
2/20/2020 10:35:48,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Excelentes,Normal,Dificil,,Si
2/20/2020 11:17:02,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,Sí,Interesantes,No,Muy Buenas,Excelentes,Normal,Normal,,Si
2/20/2020 12:34:09,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,Sí,Poco Interesantes,No,Buenas,Muy Buenas,Normal,Dificil,,No
2/20/2020 17:54:46,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Muy Bueno,No,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,No
2/20/2020 22:12:52,75.01-95.01-Computación - 6 y 9 - Jimenez Rey,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Dificil,Buena comunicación del docente con los alumnos.,Si
12/23/2019 20:58:16,75.01-95.01-Computación - 7 - Cabrera,Malo,No,Poco Interesantes,No,Regulares,Regulares,Dificil,Dificil,,No
12/31/2019 18:11:52,75.01-95.01-Computación - 7 - Cabrera,Malo,Sí,Interesantes,No,Malas,Regulares,Facil,No hay TP,"Seria bueno que lleguen a horario, ya que llegan una hora tarde lo cual me parece una falta de respeto hacia el alumnado, sobre todo para los que viajamos mas de una hora por ir a clase. Ademas solo dan 2 hs de clase, 1 de teorica y 1 de practica. incluso hubo veces que no hubo practica, o que quedaba a cargo un profesor (no recuerdo el nombre) que se confundia los lenguajes de programacion lo cual nos confundia a nosotros, la mayoria en su horario se iba. La señora que estaba en la practica nunca daba clases y cuando terminaban las unicas 2 horas de clase y se le hacian consultas decia que se tenia que ir y estaba apurada. El unico del que tengo comentarios positivos es de Pablo.",Si
12/12/2019 12:46:25,75.01-95.01-Computación - 8 - Lage,Bueno,Sí,Poco Interesantes,Sí,Regulares,Muy Buenas,Normal,Dificil,,
12/12/2019 17:12:47,75.01-95.01-Computación - 8 - Lage,Muy Bueno,Sí,Muy Interesantes,Sí,Regulares,Muy Buenas,Facil,Normal,,No
12/12/2019 19:56:45,75.01-95.01-Computación - 8 - Lage,Bueno,No,Muy Interesantes,Sí,Regulares,Regulares,Normal,Dificil,"faltan ejercicios de programación para prepararse de cara al parcial, para aprender a desarrollar un pensamiento propio. Finalmente las practicas terminaban siendo clases teóricas de funciones y ver como el docente las ponía en práctica. Se me ocurre que un par de clases dedicadas estrictamente a consulta adecuando la cantidad de profesores a cantidad de alumnos podrían acercar a gente como yo, que no sabe ni le interesa mucho programar, a este mundo nuevo. Quiero resaltar el uso de Slack y la disponibilidad de los materiales de la cátedra para todos ya que es un recurso muy fuerte de aprendizaje ",
12/11/2019 10:27:52,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,"Los enunciados de tps eran un poco confusos, pero luego de una explicacion se entendian aunque costaba un poco. Las clases prácticas podrian tener un intervalo en el medio y capas algun ejercicio practico para hacer en el momento y que no sea solo ver al profesor programar. Muy bueno curso de todas formas :)",
12/12/2019 10:50:19,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Muy dificil,,No
12/20/2019 12:10:40,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Bueno,No,Muy Interesantes,Sí,Buenas,Regulares,Dificil,Dificil,Los horarios de cursada pueden ser complicados para muchos estudiantes (los jueves la clase termina muy tarde),No
12/20/2019 12:13:57,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Malo,No,Poco Interesantes,No,Regulares,Regulares,Muy Dificil,Muy dificil,"Considero que la cursada se hace muy pesada, debido a que el profesor se extiende demasiado en anécdotas y no termina de dar los temas en horario de clase y se termina extendiendo más de lo debido. Por otra parte la exigencia en la corrección de los casos de estudio es mucha, se terminan haciendo más de 3/4 entregas hasta que este esté finalmente aprobado, el tiempo que lleva es tal que es imposible llevar bien el resto de las materias que se decidio cursar.",No
12/20/2019 12:14:38,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Malo,No,Interesantes,Sí,Regulares,Buenas,Muy Dificil,Muy dificil,,No
12/20/2019 13:56:31,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Regular,No,Interesantes,Sí,Malas,Regulares,Muy Dificil,Dificil,No se amolda al horario siempre se extiende una hora o mas con cosas del programa que luego entran en parcial/final,No
12/20/2019 14:22:33,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Muy Bueno,No,Muy Interesantes,Sí,Excelentes,Regulares,Muy Dificil,Muy dificil,,
12/20/2019 16:31:31,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,,No
12/20/2019 16:57:32,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Regular,No,Interesantes,No,Malas,Malas,Muy Dificil,Muy dificil,,No
12/23/2019 21:16:37,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Dificil,,No
12/24/2019 8:48:13,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Dificil,,
2/9/2020 12:13:14,75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo,Excelente,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Dificil,"Si bien la exigencia es alta y las clases suelen extenderse un poco más, es un muy buen curso de Algoritmos y Programación 1, donde aparte de aprender a programar bien en C se mejoran ciertas deficiencias que uno tiene como estudiante, se promueve el esfuerzo, e incluso se fomenta la interacción con los compañeros.",
12/9/2019 21:25:13,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,,
12/10/2019 13:20:23,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Dificil,,
12/11/2019 9:52:48,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/11/2019 9:59:07,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,"Un gran curso muy didacto, pero pensado para los alumnos también.",
12/11/2019 10:03:15,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,
12/11/2019 10:07:58,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,Son todos un amor,
12/11/2019 10:22:59,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Facil,Normal,,
12/11/2019 10:39:32,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/11/2019 10:56:18,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,,
12/11/2019 10:58:01,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,"Yo curse tanto con Cardozo como con Essaya. 
El curso Essaya me pareció mas didáctico, por la cantidad de ejercicios obligatorios y parcialitos. Tambien más fácil de comprender, gracias a que las filminas son enviadas por mail para repasar en casa.
Lo único que se me ocurre para dar una crítica constructiva es: varias clases teóricas terminaron a veces una o media hora antes. Este tiempo podria usarse para dar temas que no se vieron, como ""calidad de software"", ""diagramas de flujo"".
Me parece que temas de ese estilo podrían darse como un extra, y tampoco son temas difíciles de programación que podrían llegar a saturar al alumno.",
12/11/2019 11:24:54,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Dificil,Dificil,"En mi experiencia, al no haber tenido nunca programación, sentí que el curso al principio avanzaba demasiado rápido, como si dieran por sabidas ciertas cosas. Con los ingresantes que pude hablar varios tuvieron la misma sensación y creo que por esa razón varios o dejaron o nos planteamos dejar la materia. Creo que una de las razones que hacía que fuese difícil llevar la materia eran los ejercicios obligatorios. En lo personal lo que me ayudo a aprender a programar fue la guía, me pareció excelente, pero al principio cuando todavía no entendía como funcionaban las cosas los ejercicios obligatorios me la hacían imposible. Más allá de eso me gustó mucho la buena onda de los profes y los ayudantes, tal vez estaría bueno que haya más espacios de consulta con los ayudantes, a mi me ayudaron muchísimo. ",Si
12/11/2019 11:25:45,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,No,Excelentes,Muy Buenas,Normal,Normal,,
12/11/2019 12:43:06,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,No
12/11/2019 20:54:10,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Dificil,Normal,"Algunos temas se explicaron en otro lenguaje de programacion, lo cual generaba que quizas no terminen de quedar claros en el lenguaje con el que se trabaja",
12/11/2019 20:57:11,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,"El curso es super dinámico y entretenido. Las teoricas eran bastante dinámicas, completas y entendibles, al igual que la práctica. Los profes tanto como los ayudantes estuvieron siempre presentes para cualquier duda o consulta.",Si
12/12/2019 2:18:52,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Regular,No,Interesantes,Sí,Regulares,Regulares,Dificil,Dificil,,Si
12/13/2019 1:37:11,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Dificil,Dificil,,No
12/14/2019 13:32:05,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Regular,Sí,Interesantes,Sí,Muy Buenas,Malas,Normal,Muy dificil,Lo evaluado en el TP final está muy por encima de los temas dados en clase.,No
12/20/2019 13:03:44,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,,No
12/23/2019 20:56:13,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Muy dificil,Se fueron a la mierda con la dificultad del tp,Si
12/24/2019 10:03:39,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Buenas,Excelentes,Normal,Normal,Luca Mazzer terrible crack como docente me vuelvo loco,No
12/25/2019 11:31:55,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/26/2019 0:55:42,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,No son muy exigentes en la correccion pero las clases tanto prácticas como teoricas son buenas.,Si
12/27/2019 13:01:27,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Muy Dificil,Dificil,Me resultó muy interesante y útil. Un poco extenso y difícil el programa de la materia. Muy buena predisposición de todos para ayudar a los alumnos.,Si
2/12/2020 7:25:16,75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Kuhn/Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Dificil,Normal,A veces en las clases prácticas por intentar abarcar muchos temas se terminan dando todos muy rápido ,Si
12/13/2019 12:19:41,75.03-95.57-Organización del Computador - 1 - Benitez,Regular,No,Interesantes,No,Muy Buenas,Regulares,Normal,Normal,"Si en los examenes puedes usar los apuntes quiere decir que los examenes no estan evaluando conocimiento sino aplicacion. Se podria cambiar el modelo de examenes ya que el tp es suficiente indicio de que el alumno sabe programar en assembler(sino podrian tomar 2 tps mas cortos). A mi parecer deberian sacar hacer ejercicios de assembler en los parciales y realizar preguntas teoricas en cambio. Eso beneficiaria al alumno porque cometeria menos errores que al programar en papel suelen ocurrir y centrarse en el concepto y no ser maquinas de resolver ejercicios de parcial.
Si el plan es promover el pensamiento es esencial que se modifique la manera de enseñar esta materia que aunque es muy interesante, quedo desactualizada no por los temas a tratar sino por la linea que esta siguiendo la facultad.",Si
2/11/2020 19:28:20,75.03-95.57-Organización del Computador - 1 - Benitez,Regular,No,Poco Interesantes,No,Buenas,No Hay Clases Prácticas,Muy Dificil,Muy dificil,No existen apuntes de la materia. Las guias no están actualizadas. Hay cero ayuda para los tps y es muy problemático transitar la materia.,No
12/9/2019 21:51:30,75.03-95.57-Organización del Computador - 2 - Moreno,Bueno,No,Poco Interesantes,No,Buenas,Muy Buenas,Muy Dificil,Dificil,"Son demasiados exigentes a la hora del parcial, inclusive subiendo la dificultad en el recuperatorio.
El perder la aprobación de los parcialitos no tiene sentido, y la entrega de los tps coincide con los parcialitos/parcial, imposible entregarlos a tiempo. Por lo menos Dato es paciente con esto, además de dar muy buenas clases y responder todas las dudas que uno tenga, al igual que Patricio.",
12/10/2019 14:45:52,75.03-95.57-Organización del Computador - 2 - Moreno,Bueno,No,Poco Interesantes,Sí,Buenas,Excelentes,Muy Dificil,Muy dificil,"Creo que los tps fueron innecesariamente largos y complejos, y los exámenes no siempre acordes a lo que se dio en clase. Por otro lado, recién a finales del cuatrimestre pudimos conocer las condiciones de promoción y de aprobación de la materia. Me pareció muy injusto que aprobar temas mediante parcialitos solo sirva para no rendir esos temas en el primer parcial, y no aplique para los recuperatorios.",
12/11/2019 11:03:02,75.03-95.57-Organización del Computador - 2 - Moreno,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Dificil,Muy dificil,"Me encatan los profesores, pero la verdad los TPS fueron un poco exigentes y no tenían mucho que ver con las cosas que abarcaba la materia, era más bien algo para llegar bien a SISOP, que me parece igual de respetable pero escapaba bastante a lo que nosotros sabíamos , había que investigar bastante y eso frustraba un poco, era como haber asistido a las teóricas para nada porque no se trataban de eso, si ese es el rumbo me gustaría que al principio indiquen de qué van los TPS y recomienden ir leyendo ciertos temas .Patricio por otro lado tomó en el primer recuperatorio un ejercicio de caché bastante intuitivo pero en situación de examen uno no está tan preparado como para no ponerse nervioso ante un ejercicio que no ha visto anteriormente .",No
12/11/2019 11:03:47,75.03-95.57-Organización del Computador - 2 - Moreno,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/11/2019 11:18:30,75.03-95.57-Organización del Computador - 2 - Moreno,Regular,No,Poco Interesantes,Sí,Regulares,Buenas,Dificil,Dificil,,No
12/11/2019 12:39:03,75.03-95.57-Organización del Computador - 2 - Moreno,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,"Tanto las herramientas usadas como los temas dados son de gran valor práctico para el resto de la carrera, por lo que considero que aprendí muchísimo. Si bien había partes difíciles de entender, los profes contestaron todas nuestras consultas y fueron de gran ayuda a lo largo de la cursada.",Si
12/11/2019 13:12:41,75.03-95.57-Organización del Computador - 2 - Moreno,Bueno,Sí,Interesantes,Sí,Buenas,Excelentes,Normal,Dificil,,
12/11/2019 14:34:06,75.03-95.57-Organización del Computador - 2 - Moreno,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,Si
12/11/2019 17:45:54,75.03-95.57-Organización del Computador - 2 - Moreno,Malo,Sí,Poco Interesantes,No,Malas,Malas,Dificil,Muy dificil,"La verdad que el curso era un desastre, en las clases teóricas se leía un power point ya creado, literalmente, sin agregar ninguna informacion sobre lo que se estaba leyendo, lo que hacia que las clases teoricas sean bastante tediosas e innecesarias. Con respecto a las clases practicas no tengo nada que decir, se explicaban de manera decente los ejercicios pero poco se podia realizar ya que en la teorica te leian el power point sin ejemplificar nada.",No
12/12/2019 11:04:16,75.03-95.57-Organización del Computador - 2 - Moreno,Regular,No,Muy Interesantes,Sí,Regulares,Buenas,Dificil,Dificil,"Me parece que organizaron bastante mal los trabajos prácticos y labs. Haciendo los primeros demasiado complicados y largos. Además creo que deberían dar una explicación un poco más detallada y mas pausada de los labs siendo que son temas que no se ven en la teórica sino que hay que investigar por nuestra cuenta. Me dio la sensación de que los explicaron muy rápido como si fueran temas fáciles y el lab 1 a muchas personas les llevo más de 4 semanas terminar. Los parciales estuvieron bien, fueron aprobables, estaban bien redactados y eran temas que se vieron bien en clase. Las clases prácticas fueron buenas y ayudaban mucho a la comprensión. Las clases teóricas se me hacían demasiado extensas, monotonas y difíciles de seguir, no por el hecho de que estén mal explicadas por el profesor, sino por el hecho de que estabamos 4 horas seguidas leyendo de un power point. Quizás sea mejor intercalar 2 hs teóricas y 2 prácticas, ya que en las dos últimas horas de las teóricas, muchos ( compañeros con los que hable el tema) ya había perdido el hilo.",No
